# Result from 11 repetitions: median
#       ./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-bst_internal./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/sq-bst_external./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-bst_bronson./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lb-bst-drachsler./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-bst_ellen./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-bst-howley./bin/node-0.ming589-190606.advosuwmadison-pg0.wisc.cloudlab.us/lf-bst-aravind
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
38      128238451   44.60   16.95       165997876   49.07   18.65       89219469    45.11   17.14       79469038    21.01   7.98        87714898    48.43   18.40       83000279    36.95   14.04       108921013   45.91   17.44       
39      130906794   44.36   17.30       168503726   48.53   18.93       91191092    44.92   17.52       80981243    20.86   8.13        88402101    47.56   18.55       83448628    36.20   14.12       110825952   45.51   17.75       
40      133643699   44.15   17.66       172377746   48.41   19.36       93360239    44.84   17.94       82374010    20.69   8.27        90167325    47.30   18.92       84841921    35.88   14.35       112463869   45.03   18.01       
41      133898905   43.16   17.69       171754483   47.06   19.29       85506753    40.07   16.43       76152315    18.66   7.65        87334835    44.69   18.32       84354002    34.81   14.27       110878346   43.31   17.76       
42      133838001   42.11   17.69       172103886   46.03   19.33       77455818    35.43   14.88       69020767    16.51   6.93        85594339    42.76   17.96       79947365    32.20   13.52       112136280   42.76   17.96       
43      134327702   41.28   17.75       173548746   45.34   19.50       72019630    32.18   13.84       63022340    14.72   6.33        85895756    41.91   18.02       77519915    30.50   13.11       112157802   41.77   17.96       
44      134262091   40.32   17.74       172238397   43.97   19.35       64810258    28.30   12.45       58113590    13.27   5.84        83605140    39.87   17.54       74302376    28.57   12.57       110218403   40.12   17.65       
45      133894262   39.32   17.69       171815407   42.89   19.30       59960246    25.60   11.52       51100070    11.41   5.13        81759839    38.12   17.15       72340410    27.20   12.24       108528449   38.63   17.38       
46      133532140   38.36   17.65       172780847   42.19   19.41       57136924    23.86   10.98       51919637    11.34   5.22        82213219    37.50   17.25       71776687    26.40   12.14       107626569   37.47   17.24       
47      133903186   37.65   17.70       170120125   40.66   19.11       52756382    21.57   10.14       45996437    9.83    4.62        81294274    36.29   17.06       71963639    25.90   12.17       105075865   35.81   16.83       
48      134224172   36.95   17.74       172184677   40.30   19.34       50124428    20.06   9.63        42228863    8.84    4.24        80009206    34.97   16.79       68818927    24.25   11.64       103861835   34.65   16.63       
